14168072,80.00,0.00,81.00,35.00,71.00,68.00,63.00,63.00,77.00,100.00,66.62,67,67
17054503,80.00,20.00,50.00,85.00,62.00,35.00,55.00,19.00,57.00,100.00,54.55,55,55
16000922,80.00,60.00,81.00,0.00,57.00,33.00,2.00,19.00,62.00,0.00,43.17,43,43
19002370,60.00,20.00,81.00,95.00,71.00,85.00,2.00,27.00,59.00,100.00,56.82,57,57
# highest,score,benchmk,,,100,100,84,95,96,95,95,95,95,100,,95.83,96,196
# weight,,,,,10,10,7,3,10,10,10,10,20,10,,,1000
